LPdom_LBVwil	3R	15650	120727	-0.00910838	0.00077538	nan
LPdom_LBVwil	3R	120949	194442	0.00088873	0.0008209	nan
LPdom_LBVwil	3R	194462	240459	0.02387776	0.00141177	nan
LPdom_LBVwil	3R	240461	266160	0.0285722	0.00303706	-0.57324396
LPdom_LBVwil	3R	266346	305528	0.02472683	0.00179584	0.25876473
LPdom_LBVwil	3R	305569	341999	0.025655	0.00211389	0.29906312
LPdom_LBVwil	3R	342088	380847	0.03623833	0.00156614	0.24630031
LPdom_LBVwil	3R	380978	411167	0.07121363	0.00248033	0.08339077
LPdom_LBVwil	3R	411168	441969	0.03641656	0.00246189	0.2167237
LPdom_LBVwil	3R	442397	487459	0.04285782	0.00170137	0.46012264
LPdom_LBVwil	3R	487768	524823	0.03535113	0.00196584	1.20417138
LPdom_LBVwil	3R	524866	546249	0.06154793	0.00348292	1.16636368
LPdom_LBVwil	3R	546258	564697	0.04418722	0.00356338	0.32200915
LPdom_LBVwil	3R	564719	586974	0.04455502	0.00304586	0.069605
LPdom_LBVwil	3R	586975	605311	0.02599532	0.00364407	0.41673114
LPdom_LBVwil	3R	605312	624495	0.03481665	0.00343691	0.54980669
LPdom_LBVwil	3R	624510	646972	0.0679798	0.00298485	0.59471024
LPdom_LBVwil	3R	646993	672849	0.08344667	0.00284729	0.74120945
LPdom_LBVwil	3R	672855	693647	0.0324616	0.00359039	-0.13559137
LPdom_LBVwil	3R	693788	710675	0.0265399	0.00444125	-0.27617202
LPdom_LBVwil	3R	710709	730539	0.01041115	0.00379097	0.28004589
LPdom_LBVwil	3R	730560	748090	0.02784592	0.00425275	0.42570233
LPdom_LBVwil	3R	748118	764300	0.04652261	0.00418448	0.33953449
LPdom_LBVwil	3R	764543	785807	0.0453117	0.00346832	-1.90098065
LPdom_LBVwil	3R	785808	805079	0.05179816	0.00364551	-1.97430936
LPdom_LBVwil	3R	805100	820712	0.07473173	0.00459545	-1.2542842
LPdom_LBVwil	3R	820724	834636	0.04672061	0.00490225	-1.88538978
LPdom_LBVwil	3R	834639	846826	0.07064897	0.00617462	-1.74860544
LPdom_LBVwil	3R	846850	859577	0.05647947	0.00570367	-1.87393035
LPdom_LBVwil	3R	859659	875276	0.06027568	0.00463448	-1.30570285
LPdom_LBVwil	3R	875328	896281	0.07159126	0.00359913	-0.45661014
LPdom_LBVwil	3R	896290	921083	0.07425507	0.00289672	-0.81492009
LPdom_LBVwil	3R	921089	936410	0.04206249	0.00439654	-1.32409881
LPdom_LBVwil	3R	936457	952286	0.0367756	0.00411197	-0.22716208
LPdom_LBVwil	3R	952289	978846	0.05372139	0.00258218	0.67697907
LPdom_LBVwil	3R	978941	994613	0.01914541	0.00458846	1.661945
LPdom_LBVwil	3R	994661	1014051	0.01561146	0.00364022	1.16011382
LPdom_LBVwil	3R	1014157	1034458	0.0316151	0.0033703	1.43429973
LPdom_LBVwil	3R	1034623	1053995	0.05206113	0.0035123	1.49733656
LPdom_LBVwil	3R	1054066	1077519	0.03296129	0.00307138	1.6074663
LPdom_LBVwil	3R	1077575	1095291	0.04894186	0.00385251	1.71255577
LPdom_LBVwil	3R	1095295	1114515	0.02406793	0.00385926	1.43412285
LPdom_LBVwil	3R	1114549	1143647	0.02305636	0.00242255	0.89501335
LPdom_LBVwil	3R	1143660	1167907	0.03576582	0.00258743	0.8245507
LPdom_LBVwil	3R	1167936	1202905	0.04716154	0.00190331	-0.72600131
LPdom_LBVwil	3R	1202929	1233056	0.05183219	0.00233284	0.17286142
LPdom_LBVwil	3R	1233155	1257621	0.03317203	0.00280725	0.38357193
LPdom_LBVwil	3R	1257678	1281334	0.04166994	0.00265117	0.41873235
LPdom_LBVwil	3R	1281345	1311218	0.03816535	0.00237209	0.1767141
LPdom_LBVwil	3R	1311289	1333481	0.02213076	0.00331326	0.42038214
LPdom_LBVwil	3R	1333823	1349147	0.04216002	0.00426525	0.30885343
LPdom_LBVwil	3R	1349151	1361687	0.03129236	0.00541996	-0.16629211
LPdom_LBVwil	3R	1361759	1378348	0.02720107	0.00454219	-0.49401727
LPdom_LBVwil	3R	1378384	1409805	0.03763257	0.00207741	0.30957926
LPdom_LBVwil	3R	1409822	1427954	0.03619509	0.00408454	0.68840339
LPdom_LBVwil	3R	1427999	1442557	0.09058946	0.00493526	0.32285687
LPdom_LBVwil	3R	1442664	1464112	0.0976213	0.00348956	-0.13314883
LPdom_LBVwil	3R	1464130	1477925	0.06398661	0.00503624	0.56817302
LPdom_LBVwil	3R	1477931	1495243	0.05041405	0.00438688	1.72872427
LPdom_LBVwil	3R	1495333	1513734	0.04571325	0.00426638	2.64441497
LPdom_LBVwil	3R	1513741	1527258	0.06376218	0.00529942	2.10271525
LPdom_LBVwil	3R	1527274	1540266	0.05245516	0.00568277	1.94703446
LPdom_LBVwil	3R	1540336	1555942	0.07093396	0.00456998	1.48871036
LPdom_LBVwil	3R	1555977	1578915	0.0489959	0.002944	1.1276107
LPdom_LBVwil	3R	1579015	1605235	0.05331304	0.00268039	1.05109273
LPdom_LBVwil	3R	1605263	1632462	0.06691388	0.00268084	0.89816125
LPdom_LBVwil	3R	1632596	1653315	0.06255401	0.00360063	0.750474
LPdom_LBVwil	3R	1653344	1673033	0.08382651	0.00360037	0.45628146
LPdom_LBVwil	3R	1673046	1708273	0.08601378	0.00213012	0.47332949
LPdom_LBVwil	3R	1708375	1734088	0.10217238	0.0026067	0.69378887
LPdom_LBVwil	3R	1734148	1770520	0.0741982	0.00195378	1.15115179
LPdom_LBVwil	3R	1770527	1802844	0.09016749	0.0021985	0.47178356
LPdom_LBVwil	3R	1803612	1839771	0.08769857	0.00198911	-0.8173209
LPdom_LBVwil	3R	1840092	1865894	0.07320594	0.00263564	-1.06882239
LPdom_LBVwil	3R	1866057	1882057	0.08927942	0.00416747	-1.17419762
LPdom_LBVwil	3R	1882060	1894874	0.0672721	0.00500176	-0.43668032
LPdom_LBVwil	3R	1894965	1909116	0.06964971	0.00477494	0.42283891
LPdom_LBVwil	3R	1909147	1926635	0.07191243	0.00394226	-0.32068161
LPdom_LBVwil	3R	1926681	1946971	0.07084764	0.00355164	-0.44525454
LPdom_LBVwil	3R	1947086	1963460	0.06313484	0.00435687	-0.98662506
LPdom_LBVwil	3R	1963581	1987614	0.08554202	0.00309447	-1.32681504
LPdom_LBVwil	3R	1987625	2004319	0.05677225	0.00378205	-1.36164791
LPdom_LBVwil	3R	2004431	2028645	0.04764013	0.00269977	-1.3232537
LPdom_LBVwil	3R	2028648	2043275	0.0715329	0.00494215	-1.48605213
LPdom_LBVwil	3R	2043299	2059879	0.07434127	0.00393236	-0.98171074
LPdom_LBVwil	3R	2059889	2078374	0.07208843	0.00374493	-0.66739459
LPdom_LBVwil	3R	2078408	2089588	0.04765653	0.00597979	-1.14859862
LPdom_LBVwil	3R	2089616	2104599	0.06060764	0.00454034	-0.49343921
LPdom_LBVwil	3R	2104685	2117510	0.03629127	0.00538418	-0.27794464
LPdom_LBVwil	3R	2117516	2136196	0.03557754	0.00336726	-0.24920467
LPdom_LBVwil	3R	2136230	2161544	0.04371133	0.00292623	-0.39196928
LPdom_LBVwil	3R	2161570	2203336	0.04888196	0.00166773	-0.96996291
LPdom_LBVwil	3R	2203506	2236571	0.04983111	0.00234028	-1.09926711
LPdom_LBVwil	3R	2236573	2266429	0.05423361	0.00255556	-0.90897484
LPdom_LBVwil	3R	2266484	2287751	0.06160351	0.00335886	-1.32890648
LPdom_LBVwil	3R	2287752	2333004	0.06235627	0.00168155	0.09650463
LPdom_LBVwil	3R	2333013	2353067	0.06811474	0.00364759	-0.43275526
LPdom_LBVwil	3R	2353071	2371352	0.06239882	0.00396804	-1.38250856
LPdom_LBVwil	3R	2371363	2404831	0.03577256	0.00197093	-0.90825447
LPdom_LBVwil	3R	2404936	2419909	0.04074545	0.00494799	-1.37045441
LPdom_LBVwil	3R	2420157	2439981	0.06622982	0.00383777	-1.29839295
LPdom_LBVwil	3R	2439994	2460622	0.04790483	0.00351792	-1.4041099
LPdom_LBVwil	3R	2460670	2478663	0.04964742	0.00386427	-1.41872096
LPdom_LBVwil	3R	2478680	2498284	0.04581655	0.00339365	-1.33425363
LPdom_LBVwil	3R	2498285	2517010	0.03621927	0.00369473	-0.10119795
LPdom_LBVwil	3R	2517015	2547038	0.02777271	0.002341	0.04213001
LPdom_LBVwil	3R	2547080	2569485	0.04121145	0.00325091	-0.05661168
LPdom_LBVwil	3R	2569835	2584792	0.05510709	0.00521644	-0.78298736
LPdom_LBVwil	3R	2584798	2608427	0.04505125	0.00308961	0.48898486
LPdom_LBVwil	3R	2608460	2639167	0.04795457	0.00246902	0.79872528
LPdom_LBVwil	3R	2639197	2659470	0.04422427	0.00309707	0.53581583
LPdom_LBVwil	3R	2659472	2693500	0.03782111	0.00212073	0.52474595
LPdom_LBVwil	3R	2693511	2723209	0.0426037	0.00224881	0.23191121
LPdom_LBVwil	3R	2723446	2748084	0.04988869	0.00272378	-0.62584659
LPdom_LBVwil	3R	2748089	2771598	0.05074541	0.00285745	-0.74262854
LPdom_LBVwil	3R	2771606	2790076	0.05764079	0.00387662	-1.14958697
LPdom_LBVwil	3R	2790079	2810016	0.0442854	0.00369815	-0.77125874
LPdom_LBVwil	3R	2810053	2824487	0.02556031	0.00491366	1.10410408
LPdom_LBVwil	3R	2824492	2841998	0.05729941	0.00412192	1.45790166
LPdom_LBVwil	3R	2842016	2858510	0.03767504	0.00449871	0.9619191
LPdom_LBVwil	3R	2858762	2882294	0.07150739	0.0032456	0.05258603
LPdom_LBVwil	3R	2882348	2910189	0.05632118	0.00247849	-1.0552212
LPdom_LBVwil	3R	2910231	2930621	0.0614783	0.00342234	-1.70780312
