BFcol	GNcol	0.04735895450506136	0.0007312993567736571	1.4141230104416747
BFcol	GHcol	0.014248666801566067	0.0003834790479066024	5.375236723151047
BFcol	CIcol	0.013096210307242182	0.0003302922949223459	3.5765661975920016
BFcol	LBVwil	0.07334330088658018	0.000882229377697959	5.952929061020662
BFcol	LPdom	0.05814216013086725	0.0007934492566226165	11.220836980413258
BFcol	LPfor	0.05753242842264906	0.0007777101364339046	9.596312696238904
BFcol	AOcol	0.12672398725332434	0.00150809597411402	8.46690697104096
GNcol	GHcol	0.044574477953687734	0.000613958081435808	0.1642633190235071
GNcol	CIcol	0.04014962157979608	0.0005186940163431443	-0.8290032719344246
GNcol	LBVwil	0.10939429871751558	0.001179532369108963	-0.03155835634958085
GNcol	LPdom	0.09216235250603336	0.0008729221930530547	2.533978503209895
GNcol	LPfor	0.0917978254674071	0.0008274133569111152	1.9268919140664236
GNcol	AOcol	0.16257101936541082	0.001440632947104629	4.317744898729068
GHcol	CIcol	0.00822074725739135	0.0002074342610593546	1.2532392557629608
GHcol	LBVwil	0.07652685736198439	0.0007875519590479838	2.5835237093414967
GHcol	LPdom	0.06161256400165374	0.0006858442801750112	6.144205680935315
GHcol	LPfor	0.0608916125727301	0.0006511927330797466	5.430421858705581
GHcol	AOcol	0.1314220423065684	0.001340051761957325	6.129663846589413
CIcol	LBVwil	0.07920039796603799	0.0009239438906002561	1.3796066182790596
CIcol	LPdom	0.062409538799640424	0.0006340212258076971	6.459622144340601
CIcol	LPfor	0.061823930614114946	0.0006068342284781718	5.523033750447683
CIcol	AOcol	0.13224002868910534	0.0013015896830818492	5.85335488236143
LBVwil	LPdom	0.049095831120215185	0.0008643937454366716	0.7329638907785034
LBVwil	LPfor	0.049612764551806535	0.0007788905777059204	1.1082195517306372
LBVwil	AOcol	0.08453736581392256	0.0014942527751975203	2.8206104052082694
LPdom	LPfor	0.00028590394581505903	0.0001800198161662416	-0.18907688086543598
LPdom	AOcol	0.0680419104645716	0.0009213776381157896	3.593894366945304
LPfor	AOcol	0.06919995145113875	0.0009202337700431158	4.931465785732373
